Région,Préfecture,Sous-préfecture,Nom de l'Établissement (si applicable),Nombre total de personnel de l'Établissement (si applicable) ,Secteur sanitaire,Partenaire responsable de la formation,Date de la formation,Durée de la formation (jours),Type de formation,Nombre de personnes formées,Region p-code,Prefecture p-code,Subprefecture p-code
Kindia,Forecariah,Maferinya,PS Fokou Fokou/Maferinya,,public,Jhpiego,2015-01-16,5,PCI Ebola,1.0,GIN005,GIN005003,GIN00500308
Kindia,Forecariah,Moussayah,CSR MoussayaH,,public,Jhpiego,2015-01-09,5,PCI Ebola,8.0,GIN005,GIN005003,GIN00500309
Kindia,Forecariah,Moussayah,PS Cinéyah/Moussayah,,public,Jhpiego,2014-12-26,5,PCI Ebola,2.0,GIN005,GIN005003,GIN00500309
Kindia,Forecariah,Sikhourou,CSR Sikhourou,,public,Jhpiego,2015-01-09,5,PCI Ebola,9.0,GIN005,GIN005003,GIN00500310
Kindia,Forecariah,Sikhourou,PS Dalonyah/Sikhourou,,public,Jhpiego,2014-12-26,5,PCI Ebola,2.0,GIN005,GIN005003,GIN00500310
Kindia,Forecariah,,PS Dandaya/Bassia,,public,Jhpiego,2014-12-19,5,PCI Ebola,1.0,GIN005,GIN005003,
Kindia,Forecariah,Sikhourou,PS Dégui-Dégui/Sikhourou,,public,Jhpiego,2014-12-19,5,PCI Ebola,1.0,GIN005,GIN005003,GIN00500310
Kindia,Forecariah,Moussayah,PS Dembaya/Moussayah,,public,Jhpiego,2014-12-19,5,PCI Ebola,1.0,GIN005,GIN005003,GIN00500309
Kindia,Forecariah,Sikhourou,PS Dafirya/Sikhourou,,public,Jhpiego,2014-12-19,5,PCI Ebola,1.0,GIN005,GIN005003,GIN00500310
Kindia,Forecariah,Maferinya,PS Fandie/Maferinya,,public,Jhpiego,2014-12-26,5,PCI Ebola,1.0,GIN005,GIN005003,GIN00500308
Kindia,Forecariah,,PS Fenda/Bassia,,public,Jhpiego,2014-12-19,5,PCI Ebola,1.0,GIN005,GIN005003,
Kindia,Forecariah,,PS Hérico/Bassia,,public,Jhpiego,2015-01-09,5,PCI Ebola,1.0,GIN005,GIN005003,
Kindia,Forecariah,Maferinya,PS Gbereiré/Maferinya,,public,Jhpiego,2014-12-19,5,PCI Ebola,1.0,GIN005,GIN005003,GIN00500308
Kindia,Forecariah,Farmoriah,PS Hohouro/Farmoriah,,public,Jhpiego,2014-12-19,5,PCI Ebola,1.0,GIN005,GIN005003,GIN00500303
Kindia,Forecariah,Benty,PS Kakoutou/Benty,,public,Jhpiego,2014-12-26,5,PCI Ebola,1.0,GIN005,GIN005003,GIN00500302
Kindia,Forecariah,Kaback,PS Kaléyiré/Kaback,,public,Jhpiego,2014-12-26,5,PCI Ebola,1.0,GIN005,GIN005003,GIN00500305
Kindia,Forecariah,,PS Kalia/Bokaria,,public,Jhpiego,,5,PCI Ebola,1.0,GIN005,GIN005003,
Kindia,Forecariah,Kakossa,PS Kayinté/Kakossa,,public,Jhpiego,2014-12-26,5,PCI Ebola,1.0,GIN005,GIN005003,GIN00500306
Kindia,Forecariah,Kaback,PS Khounyi/Kaback,,public,Jhpiego,2014-12-19,5,PCI Ebola,1.0,GIN005,GIN005003,GIN00500305
Kindia,Forecariah,Benty,PS Kigbaly/Benty,,public,Jhpiego,2014-12-19,5,PCI Ebola,1.0,GIN005,GIN005003,GIN00500302
Kindia,Forecariah,Maferinya,PS Koket/Maferinya,,public,Jhpiego,2014-12-19,5,PCI Ebola,1.0,GIN005,GIN005003,GIN00500308
Kindia,Forecariah,,PS Kolagbely/Bokaria,,public,Jhpiego,2014-12-26,5,PCI Ebola,1.0,GIN005,GIN005003,
Kindia,Forecariah,Farmoriah,PS Kontah/Farmoriah,,public,Jhpiego,2014-12-19,5,PCI Ebola,1.0,GIN005,GIN005003,GIN00500303
Kindia,Forecariah,Moussayah,PS Layah/Moussaya,,public,Jhpiego,2014-12-19,5,PCI Ebola,1.0,GIN005,GIN005003,GIN00500309
Kindia,Forecariah,Sikhourou,PS Léfouré/Sikhourou,,prive,Jhpiego,2014-12-26,5,PCI Ebola,1.0,GIN005,GIN005003,GIN00500310
Kindia,Forecariah,,PS Mabala/Bokaria,,prive,Jhpiego,2014-12-19,5,PCI Ebola,1.0,GIN005,GIN005003,
Kindia,Forecariah,Farmoriah,PS Madinagbè/Farmoria,,prive,Jhpiego,2015-01-09,5,PCI Ebola,3.0,GIN005,GIN005003,GIN00500303
Kindia,Forecariah,Farmoriah,PS Maliaguiagbè/Farmoriah,,public,Jhpiego,2014-12-19,5,PCI Ebola,1.0,GIN005,GIN005003,GIN00500303
Kindia,Forecariah,Kakossa,PS Maneah/Kakossa,,public,Jhpiego,2014-12-19,5,PCI Ebola,1.0,GIN005,GIN005003,GIN00500306
Kindia,Forecariah,Kaback,PS Matakang/Kaback,,public,Jhpiego,2014-12-19,5,PCI Ebola,1.0,GIN005,GIN005003,GIN00500305
Kindia,Forecariah,Kakossa,PS Manyiré/Kakossa,,public,Jhpiego,2014-12-26,5,PCI Ebola,2.0,GIN005,GIN005003,GIN00500306
Kindia,Forecariah,Farmoriah,PS Moola/Farmoriyah,,public,Jhpiego,2014-12-26,5,PCI Ebola,1.0,GIN005,GIN005003,GIN00500303
Kindia,Forecariah,Benty,PS Morkaniah/Benty,,public,Jhpiego,2015-01-09,5,PCI Ebola,1.0,GIN005,GIN005003,GIN00500302
Kindia,Forecariah,Farmoriah,CSR Farmoriah,,public,Jhpiego,2015-01-16,5,PCI Ebola,10.0,GIN005,GIN005003,GIN00500303
Kindia,Forecariah,Benty,PS Nboro/Benty,,public,Jhpiego,2014-12-19,5,PCI Ebola,1.0,GIN005,GIN005003,GIN00500302
Kindia,Forecariah,Benty,PS Nkompan/Benty,,public,Jhpiego,2015-01-09,5,PCI Ebola,1.0,GIN005,GIN005003,GIN00500302
Kindia,Forecariah,Farmoriah,PS Pamelap/Farmoriah,,public,Jhpiego,2014-12-19,5,PCI Ebola,1.0,GIN005,GIN005003,GIN00500303
Kindia,Forecariah,,PS Safeyah/Bassia,,public,Jhpiego,2014-12-26,5,PCI Ebola,1.0,GIN005,GIN005003,
Kindia,Forecariah,,PS Sinkinet/Bokaria,,public,Jhpiego,2015-01-09,5,PCI Ebola,1.0,GIN005,GIN005003,
Kindia,Forecariah,,PS Soriwoulah/Bassia,,public,Jhpiego,2014-12-26,5,PCI Ebola,1.0,GIN005,GIN005003,
Kindia,Forecariah,,PS Tanah/Bokaria,,public,Jhpiego,2014-12-26,5,PCI Ebola,1.0,GIN005,GIN005003,
Kindia,Forecariah,Moussayah,PS Tassen/Moussayah,,public,Jhpiego,2014-12-19,5,PCI Ebola,1.0,GIN005,GIN005003,GIN00500309
Kindia,Forecariah,Benty,PS Tentenyi/Benty,,public,Jhpiego,2014-12-26,5,PCI Ebola,1.0,GIN005,GIN005003,GIN00500302
Kindia,Forecariah,Sikhourou,PS Walia/Sikhourou,,public,Jhpiego,2014-12-26,5,PCI Ebola,1.0,GIN005,GIN005003,GIN00500310
Kindia,Forecariah,Kaback,PS Yétiya/Kaback,,public,Jhpiego,2015-01-16,5,PCI Ebola,2.0,GIN005,GIN005003,GIN00500305
Kindia,Kindia,Kindia Ctre,Cabinet Kolta,,prive,Jhpiego,2015-04-26,5,PCI Ebola,1.0,GIN005,GIN005004,GIN00500404
Kindia,Kindia,Kindia Ctre,Cerac Santé,,prive,Jhpiego,2015-05-24,5,PCI Ebola,8.0,GIN005,GIN005004,GIN00500404
Kindia,Kindia,Kindia Ctre,Cabinet Anastasis,,prive,Jhpiego,2015-05-24,5,PCI Ebola,7.0,GIN005,GIN005004,GIN00500404
Kindia,Kindia,Kindia Ctre,Clinique AGBEF,,public,Jhpiego,2015-05-31,5,PCI Ebola,5.0,GIN005,GIN005004,GIN00500404
Kindia,Kindia,Bangouya,CSR Bangouya,,public,Jhpiego,2015-05-31,5,PCI Ebola,14.0,GIN005,GIN005004,GIN00500401
Kindia,Kindia,Kindia Ctre,ONG Africa Santé,,prive,Jhpiego,2015-05-24,5,PCI Ebola,1.0,GIN005,GIN005004,GIN00500404
Kindia,Kindia,Bangouya,PSKebefriguia/Bangouya,,public,Jhpiego,2015-05-24,5,PCI Ebola,1.0,GIN005,GIN005004,GIN00500401
Kindia,Kindia,Damakania,CSR Damakania,,public,Jhpiego,2015-05-31,5,PCI Ebola,24.0,GIN005,GIN005004,GIN00500402
Kindia,Kindia,Damakania,LTO Damakania,,public,Jhpiego,2015-05-31,5,PCI Ebola,6.0,GIN005,GIN005004,GIN00500402
Kindia,Kindia,Friguiagbe,CSR Friguiagbe,,public,Jhpiego,2015-05-24,5,PCI Ebola,9.0,GIN005,GIN005004,GIN00500403
Kindia,Kindia,Friguiagbe,PS Foulaya/ Friguiagbe,,public,Jhpiego,2015-05-24,5,PCI Ebola,2.0,GIN005,GIN005004,GIN00500403
Kindia,Kindia,Madina oula,PS Kolakhouré/Madina oula,,public,Jhpiego,2015-05-17,5,PCI Ebola,1.0,GIN005,GIN005004,GIN00500406
Kindia,Kindia,Friguiagbe,PS Koliagbé/Friguiagbé,,public,Jhpiego,2015-05-17,5,PCI Ebola,1.0,GIN005,GIN005004,GIN00500403
Kindia,Kindia,Madina Oula,PS Lansanaya/Madina oula,,public,Jhpiego,2015-05-24,5,PCI Ebola,2.0,GIN005,GIN005004,GIN00500406
Kindia,Kindia,Kindia Ctre,CSU Bibane,,public,Jhpiego,2015-05-24,5,PCI Ebola,29.0,GIN005,GIN005004,GIN00500404
Kindia,Kindia,Kindia Ctre,CSU Cacia,,public,Jhpiego,2015-05-24,5,PCI Ebola,35.0,GIN005,GIN005004,GIN00500404
Kindia,Kindia,Kindia Ctre,Kenendé,,public,Jhpiego,2015-05-31,5,PCI Ebola,11.0,GIN005,GIN005004,GIN00500404
Kindia,Kindia,Kindia Ctre,CSU Manquepas,,public,Jhpiego,2015-05-31,5,PCI Ebola,55.0,GIN005,GIN005004,GIN00500404
Kindia,Kindia,Kindia Ctre,CSU Wondy,,public,Jhpiego,2015-05-31,5,PCI Ebola,28.0,GIN005,GIN005004,GIN00500404
Kindia,Kindia,Kindia Ctre,DPS Kinida,,public,Jhpiego,2015-05-31,5,PCI Ebola,11.0,GIN005,GIN005004,GIN00500404
Kindia,Kindia,Kindia Ctre,DRS Kindia,,public,Jhpiego,2015-05-17,5,PCI Ebola,3.0,GIN005,GIN005004,GIN00500404
Kindia,Kindia,Kindia Ctre,Ecole National de sante de Kindia,,public,Jhpiego,2015-05-02,5,PCI Ebola,5.0,GIN005,GIN005004,GIN00500404
Kindia,Kindia,Kindia Ctre,Hopital regional Kindia,,public,Jhpiego,2015-05-31,5,PCI Ebola,149.0,GIN005,GIN005004,GIN00500404
Kindia,Kindia,Kindia Ctre,PS Bokaria/Wondy,,public,Jhpiego,2015-05-17,5,PCI Ebola,2.0,GIN005,GIN005004,GIN00500404
Kindia,Kindia,Kolente,CSR Kolente,,public,Jhpiego,2015-05-24,5,PCI Ebola,15.0,GIN005,GIN005004,GIN00500405
Kindia,Kindia,Madina oula,CSR Mandina Oula,,public,Jhpiego,2015-05-24,5,PCI Ebola,11.0,GIN005,GIN005004,GIN00500406
Kindia,Kindia,Madina oula,PS Houla/Madina Oula,,public,Jhpiego,2015-05-01,5,PCI Ebola,2.0,GIN005,GIN005004,GIN00500406
Kindia,Kindia,Mambia,CSR Mambia,,public,Jhpiego,2015-05-24,5,PCI Ebola,14.0,GIN005,GIN005004,GIN00500407
Kindia,Kindia,Mambia,PS Friguiady/Mambia,,public,Jhpiego,2015-05-24,5,PCI Ebola,1.0,GIN005,GIN005004,GIN00500407
Kindia,Kindia,Molota,CSR Molota,,public,Jhpiego,2015-05-24,5,PCI Ebola,9.0,GIN005,GIN005004,GIN00500408
Kindia,Kindia,Molota,PS Balayakhori/Molota,,public,Jhpiego,2015-05-17,5,PCI Ebola,2.0,GIN005,GIN005004,GIN00500408
Kindia,Kindia,Samaya,CSR Samaya,,public,Jhpiego,2015-05-17,5,PCI Ebola,9.0,GIN005,GIN005004,GIN00500409
Kindia,Kindia,Samaya,PS Kaporo/Samaya,,public,Jhpiego,2015-05-24,5,PCI Ebola,1.0,GIN005,GIN005004,GIN00500409
Kindia,Kindia,Sougueta,CSR Sougueta,,public,Jhpiego,2015-05-31,5,PCI Ebola,14.0,GIN005,GIN005004,GIN00500410
Kindia,Kindia,Bangouya,PS Madina fanta/Bongouya,,public,Jhpiego,2015-05-31,5,PCI Ebola,1.0,GIN005,GIN005004,GIN00500401
Kindia,Kindia,Kolente,PS Missidé/Kolente,,public,Jhpiego,2015-05-17,5,PCI Ebola,1.0,GIN005,GIN005004,GIN00500405
Kindia,Kindia,Madina oula,PS Saferen/Madina oula,,public,Jhpiego,2015-05-17,5,PCI Ebola,1.0,GIN005,GIN005004,GIN00500406
Kindia,Kindia,Kolente,PS Sanda/ Kolente,,public,Jhpiego,2015-05-17,5,PCI Ebola,1.0,GIN005,GIN005004,GIN00500405
Kindia,Kindia,Sougueta,PS Sangoya/Sougueta,,public,Jhpiego,2015-05-17,5,PCI Ebola,1.0,GIN005,GIN005004,GIN00500410
Kindia,Kindia,Molota,PS Sefan/Molota,,public,Jhpiego,2015-05-17,5,PCI Ebola,1.0,GIN005,GIN005004,GIN00500408
Kindia,Kindia,Bangouya,PS Simbaraya/Bangouya,,public,Jhpiego,2015-05-31,5,PCI Ebola,2.0,GIN005,GIN005004,GIN00500401
Kindia,Kindia,Madina Oula,PS Simbaraya/Madina oula,,public,Jhpiego,2015-05-02,5,PCI Ebola,1.0,GIN005,GIN005004,GIN00500406
Kindia,Kindia,Samaya,PS Som/Samaya,,public,Jhpiego,2015-05-02,5,PCI Ebola,1.0,GIN005,GIN005004,GIN00500409
Kindia,Kindia,Madina oula,PS Teliko/Madina oula,,public,Jhpiego,2015-05-17,5,PCI Ebola,1.0,GIN005,GIN005004,GIN00500406
Kindia,Kindia,Samaya,PS Walia/samaya,,public,Jhpiego,2015-05-17,5,PCI Ebola,1.0,GIN005,GIN005004,GIN00500409
Kindia,Kindia,Bangouya,PS Woléyah/Bangouya,,public,Jhpiego,2015-05-17,5,PCI Ebola,1.0,GIN005,GIN005004,GIN00500401
Kindia,Kindia,Kolente,PS Yonkayah/Kolenten,,public,Jhpiego,2015-05-17,5,PCI Ebola,1.0,GIN005,GIN005004,GIN00500405
Kindia,Kindia,Molota,PS Yembereng/Molota,,public,Jhpiego,2015-05-17,5,PCI Ebola,1.0,GIN005,GIN005004,GIN00500408
Kindia,Kindia,Sougueta,PS Linsan/Sougueta,,public,Jhpiego,2015-05-17,5,PCI Ebola,1.0,GIN005,GIN005004,GIN00500410
Kindia,Coyah,Coyah Ctre,Clinque Privé,,prive,Jhpiego,2015-03-09,5,PCI Ebola,1.0,GIN005,GIN005001,GIN00500101
Kindia,Coyah,Coyah Ctre,CTE - Coyah,,public,Jhpiego,2015-08-09,5,PCI Ebola,1.0,GIN005,GIN005001,GIN00500101
Nzerekore,Beyla,Beyla Ctre,CSU Diakolidou,,public,Jhpiego,2015-02-06,5,PCI Ebola,16.0,GIN008,GIN008001,GIN00800101
Nzerekore,Beyla,Beyla Ctre,Hopital prefectoral Beyla,,public,Jhpiego,2015-02-01,5,PCI Ebola,24.0,GIN008,GIN008001,GIN00800101
Nzerekore,Beyla,Beyla Ctre,Poste Frontaliere Blangban,,public,Jhpiego,2015-02-06,5,PCI Ebola,1.0,GIN008,GIN008001,GIN00800101
Nzerekore,Beyla,Beyla Ctre,DPS Beyla,,public,Jhpiego,2015-02-06,5,PCI Ebola,3.0,GIN008,GIN008001,GIN00800101
Nzerekore,Beyla,Boola,PS Diabomoridou/Boola,,public,Jhpiego,2014-12-19,5,PCI Ebola,1.0,GIN008,GIN008001,GIN00800102
Nzerekore,Beyla,Boola,CSR Boola,,public,Jhpiego,2015-02-01,5,PCI Ebola,10.0,GIN008,GIN008001,GIN00800102
Nzerekore,Beyla,Diassodou,PS Benbeya/Diassodou,,public,Jhpiego,2015-02-06,5,PCI Ebola,1.0,GIN008,GIN008001,GIN00800104
Nzerekore,Beyla,Sinko,PS Condèla/Sinko,,public,Jhpiego,2015-02-06,5,PCI Ebola,1.0,GIN008,GIN008001,GIN00800114
Nzerekore,Beyla,Diaraguerela,CSR Diaraguerela,,public,Jhpiego,2015-02-06,5,PCI Ebola,7.0,GIN008,GIN008001,GIN00800103
Nzerekore,Beyla,Diaraguerela,PS Fèreboridou/Diaraguerala,,public,Jhpiego,2015-02-06,5,PCI Ebola,1.0,GIN008,GIN008001,GIN00800103
Nzerekore,Beyla,Diassodou,CSR Diassodou,,public,Jhpiego,2014-12-27,5,PCI Ebola,1.0,GIN008,GIN008001,GIN00800104
Nzerekore,Beyla,Fouala,CSR Fouala,,public,Jhpiego,2015-02-06,5,PCI Ebola,6.0,GIN008,GIN008001,GIN00800105
Nzerekore,Beyla,Gbakedou,CSR Gbakedou,,public,Jhpiego,2015-02-06,5,PCI Ebola,4.0,GIN008,GIN008001,GIN00800106
Nzerekore,Beyla,Gbakedou,CSR Sobakono,,public,Jhpiego,2014-12-19,5,PCI Ebola,4.0,GIN008,GIN008001,GIN00800106
Nzerekore,Beyla,Gbessoba,CSR Gbessoba,,public,Jhpiego,2015-02-06,5,PCI Ebola,3.0,GIN008,GIN008001,GIN00800107
Nzerekore,Beyla,Gbessoba,PS Dgiffa/Gbessoba,,public,Jhpiego,2015-02-06,5,PCI Ebola,1.0,GIN008,GIN008001,GIN00800107
Nzerekore,Beyla,Karala,CSR Karala,,public,Jhpiego,2014-12-27,5,PCI Ebola,1.0,GIN008,GIN008001,GIN00800108
Nzerekore,Beyla,Koumandou,CSR Koumandou,,public,Jhpiego,2015-02-06,5,PCI Ebola,4.0,GIN008,GIN008001,GIN00800109
Nzerekore,Beyla,Kondiadou,CSR Kondiadou,,public,Jhpiego,2014-12-27,5,PCI Ebola,1.0,GIN008,GIN008001,
Nzerekore,Beyla,Koumandou,PS Togobala/Koumandou,,public,Jhpiego,2015-02-06,5,PCI Ebola,1.0,GIN008,GIN008001,GIN00800109
Nzerekore,Beyla,Moussadou,CSR Moussadou,,public,Jhpiego,2014-12-27,5,PCI Ebola,3.0,GIN008,GIN008001,GIN00800110
Nzerekore,Beyla,Nionsomoridou,CSR Nionsomoridou,,public,Jhpiego,2015-02-06,5,PCI Ebola,6.0,GIN008,GIN008001,GIN00800111
Nzerekore,Beyla,Sakourala,CSR Sokourala,,public,Jhpiego,2014-12-27,5,PCI Ebola,1.0,GIN008,GIN008001,GIN00800112
Nzerekore,Beyla,Sakourala,PS Yorocia/Sokourala,,public,Jhpiego,2015-02-06,5,PCI Ebola,1.0,GIN008,GIN008001,GIN00800112
Nzerekore,Beyla,Samana,PS Sogboro/Samana,,public,Jhpiego,2015-02-06,5,PCI Ebola,1.0,GIN008,GIN008001,GIN00800113
Nzerekore,Beyla,Samana,CSR Samana,,public,Jhpiego,2015-02-02,5,PCI Ebola,3.0,GIN008,GIN008001,GIN00800113
Nzerekore,Beyla,Samana,PS Sinebou/Samana,,public,Jhpiego,2015-02-01,5,PCI Ebola,1.0,GIN008,GIN008001,GIN00800113
Nzerekore,Beyla,Beyla Ctre,PS Doukourela/Diakholidou,,public,Jhpiego,2014-12-19,5,PCI Ebola,1.0,GIN008,GIN008001,GIN00800101
Nzerekore,Beyla,Sinko,CMC Sinko,,public,Jhpiego,2015-02-06,5,PCI Ebola,27.0,GIN008,GIN008001,GIN00800114
Nzerekore,Beyla,Sinko,CSR Sinko,,public,Jhpiego,2015-02-06,5,PCI Ebola,13.0,GIN008,GIN008001,GIN00800114
Nzerekore,Nzerekore,Nzerekore Ctre,Hopital Regional N'Zerekore,,public,Jhpiego,2014-12-13,5,PCI Ebola,1.0,GIN008,GIN008005,GIN00800506
Boke,Boke,,Diretion régioale de la santé et les instances qu'elle pilote,,,Expertise France,2015-04-13,11.0,PCI Ebola,,GIN001,GIN001002,
Labe,Labe,,Diretion régioale de la santé et les instances qu'elle pilote,33.0,,Expertise France,2015-04-27,11.0,PCI Ebola,,GIN006,GIN006002,
Mamou,Mamou,,Diretion régioale de la santé et les instances qu'elle pilote,,,Expertise France,2015-05-11,11.0,PCI Ebola,,GIN007,GIN007002,
Kindia,Dubreka,Dubreka Ctre,CSU Dubreka,,public,TdH,2015-06-23,5,PCI Ebola,5.0,GIN005,GIN005002,GIN00500202
Kindia,Dubreka,Tondon,Tondon,,public,TdH,2015-06-23,5,PCI Ebola,4.0,GIN005,GIN005002,GIN00500207
Kindia,Dubreka,Falessade,Falessade,,public,TdH,2015-06-23,5,PCI Ebola,5.0,GIN005,GIN005002,GIN00500203
Kindia,Dubreka,Khorira,Khorira,,public,TdH,2015-06-23,5,PCI Ebola,5.0,GIN005,GIN005002,GIN00500204
Kindia,Dubreka,,Kondeyah,,public,TdH,2015-06-23,5,PCI Ebola,5.0,GIN005,GIN005002,
Kindia,Dubreka,Tanene,Tanene,,public,TdH,2015-06-23,5,PCI Ebola,5.0,GIN005,GIN005002,GIN00500208
Kindia,Dubreka,Ouassou,Ouassou,,public,TdH,2015-06-23,5,PCI Ebola,5.0,GIN005,GIN005002,GIN00500205
Kindia,Dubreka,Badi,Baddy,,public,TdH,2015-06-23,5,PCI Ebola,5.0,GIN005,GIN005002,GIN00500201
Conakry,Conakry,Ratoma,Kaporo,,public,TdH,2015-06-29,5,PCI Ebola,5.0,GIN002,GIN002001,GIN00200105
Conakry,Conakry,Ratoma,Lambanyi,,public,TdH,2015-06-29,5,PCI Ebola,5.0,GIN002,GIN002001,GIN00200105
Conakry,Conakry,Kaloum,Boulbinet,,public,TdH,2015-06-29,5,PCI Ebola,5.0,GIN002,GIN002001,GIN00200102
Conakry,Conakry,Matam,Madina,,public,TdH,2015-06-29,5,PCI Ebola,5.0,GIN002,GIN002001,GIN00200103
Conakry,Conakry,Ratoma,Kobaya,,public,TdH,2015-06-29,5,PCI Ebola,5.0,GIN002,GIN002001,GIN00200105
Conakry,Conakry,Ratoma,Sonfonia,,public,TdH,2015-06-29,5,PCI Ebola,5.0,GIN002,GIN002001,GIN00200105
Conakry,Conakry,Dixinn,Hafia,,public,TdH,2015-06-29,5,PCI Ebola,5.0,GIN002,GIN002001,GIN00200101
Conakry,Conakry,Ratoma,Wanindara,,public,TdH,2015-06-29,5,PCI Ebola,5.0,GIN002,GIN002001,GIN00200105
Conakry,Conakry,Dixinn,Macire,,public,TdH,2015-06-29,5,PCI Ebola,5.0,GIN002,GIN002001,GIN00200101
Conakry,Conakry,Matoto,Saint Gabriel,,public,TdH,2015-06-29,5,PCI Ebola,4.0,GIN002,GIN002001,GIN00200104
Conakry,Conakry,Kaloum,Kassa,,public,TdH,2015-06-29,5,PCI Ebola,4.0,GIN002,GIN002001,GIN00200102
Conakry,Conakry,Ratoma,Simbayah gare,,public,TdH,2015-06-29,5,PCI Ebola,3.0,GIN002,GIN002001,GIN00200105
Conakry,Conakry,Ratoma,Koloma,,public,TdH,2015-06-29,5,PCI Ebola,5.0,GIN002,GIN002001,GIN00200105
Kindia,Coyah,Coyah Ctre,Doumbouyah,,public,TdH,2015-06-29,5,PCI Ebola,5.0,GIN005,GIN005001,GIN00500101
Kindia,Coyah,Coyah Ctre,Coyah centre,,public,TdH,2015-06-29,5,PCI Ebola,5.0,GIN005,GIN005001,GIN00500101
Kindia,Coyah,Wonkifong,Wonkifong,,public,TdH,2015-06-29,5,PCI Ebola,5.0,GIN005,GIN005001,GIN00500104
Kindia,Coyah,Kouria,Kouriah,,public,TdH,2015-06-29,5,PCI Ebola,5.0,GIN005,GIN005001,GIN00500102
Kindia,Coyah,Maneah,Maneah,,public,TdH,2015-06-29,5,PCI Ebola,5.0,GIN005,GIN005001,GIN00500103
Nzerekore,Yomou,Pela,Pela,,public,TdH,2015-06-23,5,PCI Ebola,4.0,GIN008,GIN008006,GIN00800606
Nzerekore,Yomou,Bignamou,Galakpaye,,public,TdH,2015-06-23,5,PCI Ebola,5.0,GIN008,GIN008006,GIN00800603
Nzerekore,Yomou,Bheeta,Betha,,public,TdH,2015-06-23,5,PCI Ebola,5.0,GIN008,GIN008006,GIN00800602
Nzerekore,Yomou,Banie,Banie,,public,TdH,2015-06-23,5,PCI Ebola,5.0,GIN008,GIN008006,GIN00800601
Nzerekore,Yomou,Bowe,Bowe,,public,TdH,2015-06-23,5,PCI Ebola,5.0,GIN008,GIN008006,GIN00800604
Kindia,Dubreka,Dubreka Ctre,Hôpital Préfectoral Dubreka Centre,,public,IMC,2015-04-10,5,PCI Ebola,17.0,GIN005,GIN005002,GIN00500202
Conakry,Conakry,Dixinn,,,independantes,IMC,2015-04-15,3.0,Triage,19.0,GIN002,GIN002001,GIN00200101
Kindia,Dubreka,Dubreka Ctre,Hôpital Préfectoral Dubreka Centre,,public,IMC,2015-04-15,3.0,WASH,10.0,GIN005,GIN005002,GIN00500202
Conakry,Conakry,Dixinn,,,independantes,IMC,2015-04-22,3.0,Triage,17.0,GIN002,GIN002001,GIN00200101
Conakry,Conakry,Dixinn,,,independantes,IMC,2015-04-25,2,PCI Ebola,17.0,GIN002,GIN002001,GIN00200101
Conakry,Conakry,Dixinn,Hôpital National Donka,,public,IMC,2015-05-07,3.0,Triage,28.0,GIN002,GIN002001,GIN00200101
Conakry,Conakry,Dixinn,,,independantes,IMC,2015-05-12,2,RRT/Ebola,23.0,GIN002,GIN002001,GIN00200101
Conakry,Conakry,Dixinn,Hôpital National Donka,,public,IMC,2015-05-29,3.0,Triage,26.0,GIN002,GIN002001,GIN00200101
Boke,Boke,Kamsar,CS Kassopo,,public,IMC,2015-06-05,3.0,Triage,8.0,GIN001,GIN001002,GIN00100204
Kindia,Dubreka,Dubreka Ctre,Hôpital Préfectoral Dubreka Centre,,public,IMC,2015-06-05,3.0,Triage,8.0,GIN005,GIN005002,GIN00500202
Conakry,Conakry,Dixinn,Hôpital National Donka,,public,IMC,2015-06-11,3.0,WASH,34.0,GIN002,GIN002001,GIN00200101
Boke,Boke,Kamsar,CS Kassopo,,public,IMC,2015-06-13,3.0,WASH,8.0,GIN001,GIN001002,GIN00100204
Kindia,Dubreka,Dubreka Ctre,Hôpital Préfectoral Dubreka Centre,,public,IMC,2015-06-13,3.0,WASH,9.0,GIN005,GIN005002,GIN00500202
Boke,Boke,Kolaboui,Kolaboui,,public,IMC,2015-06-17,3.0,Triage,8.0,GIN001,GIN001002,GIN00100206
Kindia,Kindia,Kindia Ctre,Hopital Prefectoral Kindia,,public,IMC,2015-06-17,3.0,Triage,8.0,GIN005,GIN005004,GIN00500404
Kindia,Dubreka,Dubreka Ctre,Hôpital Préfectoral Dubreka Centre,,public,IMC,2015-06-18,3.0,WASH,8.0,GIN005,GIN005002,GIN00500202
Boke,Boke,Kolaboui,Kolaboui,,public,IMC,2015-06-20,3.0,WASH,9.0,GIN001,GIN001002,GIN00100206
Boke,Boke,Kamsar,CS Kassopo,,public,IMC,2015-06-25,1.0,PCI Ebola,11.0,GIN001,GIN001002,GIN00100204
Conakry,Conakry,Dixinn,Hôpital National Donka,,public,IMC,2015-07-15,3.0,Triage,22.0,GIN002,GIN002001,GIN00200101
Conakry,Conakry,Dixinn,Hôpital National Donka,,public,IMC,2015-07-23,3.0,Triage,12.0,GIN002,GIN002001,GIN00200101
Conakry,Conakry,Dixinn,,,independantes,IMC,2015-07-25,5,RRT/Ebola,20.0,GIN002,GIN002001,GIN00200101
Boke,Boke,Kolaboui,Kolaboui,,public,IMC,2015-08-06,3.0,Triage,10.0,GIN001,GIN001002,GIN00100206
Conakry,Conakry,Dixinn,Hôpital National Donka,,public,IMC,2015-08-27,3.0,Triage,26.0,GIN002,GIN002001,GIN00200101
